type,choose,feature_nums,treenums,precision,recall,f1,MCC,TP,FP,TN,FN,AUC
test,mrmr,41,95,0.7777777777777778,0.3684210526315789,0.5,0.42245226084842386,14.0,4.0,83.0,24.0,0.7528735632183908,"
"
test,mrmr,41,96,0.8235294117647058,0.3684210526315789,0.509090909090909,0.448106568856449,14.0,3.0,84.0,24.0,0.7528735632183908,"
"
test,mrmr,41,97,0.8235294117647058,0.3684210526315789,0.509090909090909,0.448106568856449,14.0,3.0,84.0,24.0,0.7527223230490018,"
"
test,mrmr,41,98,0.8235294117647058,0.3684210526315789,0.509090909090909,0.448106568856449,14.0,3.0,84.0,24.0,0.7530248033877798,"
"
test,mrmr,41,99,0.8235294117647058,0.3684210526315789,0.509090909090909,0.448106568856449,14.0,3.0,84.0,24.0,0.7554446460980037,"
"
test,mrmr,41,100,0.8235294117647058,0.3684210526315789,0.509090909090909,0.448106568856449,14.0,3.0,84.0,24.0,0.7548396854204477,"
"
test,mrmr,41,101,0.7777777777777778,0.3684210526315789,0.5,0.42245226084842386,14.0,4.0,83.0,24.0,0.7548396854204477,"
"
test,mrmr,41,102,0.8235294117647058,0.3684210526315789,0.509090909090909,0.448106568856449,14.0,3.0,84.0,24.0,0.7542347247428917,"
"
test,mrmr,41,103,0.7777777777777778,0.3684210526315789,0.5,0.42245226084842386,14.0,4.0,83.0,24.0,0.7555958862673926,"
"
test,mrmr,41,104,0.7777777777777778,0.3684210526315789,0.5,0.42245226084842386,14.0,4.0,83.0,24.0,0.7562008469449486,"
"
test,mrmr,41,105,0.7777777777777778,0.3684210526315789,0.5,0.42245226084842386,14.0,4.0,83.0,24.0,0.7589231699939504,"
"
test,mrmr,41,106,0.7777777777777778,0.3684210526315789,0.5,0.42245226084842386,14.0,4.0,83.0,24.0,0.7580157289776165,"
"
test,mrmr,41,107,0.7777777777777778,0.3684210526315789,0.5,0.42245226084842386,14.0,4.0,83.0,24.0,0.7577132486388385,"
"
test,mrmr,41,108,0.7777777777777778,0.3684210526315789,0.5,0.42245226084842386,14.0,4.0,83.0,24.0,0.7598306110102844,"
"
test,mrmr,41,109,0.7777777777777778,0.3684210526315789,0.5,0.42245226084842386,14.0,4.0,83.0,24.0,0.7605868118572293,"
"
test,mrmr,41,110,0.7777777777777778,0.3684210526315789,0.5,0.42245226084842386,14.0,4.0,83.0,24.0,0.7592256503327284,"
"
test,mrmr,41,111,0.7777777777777778,0.3684210526315789,0.5,0.42245226084842386,14.0,4.0,83.0,24.0,0.7584694494857834,"
"
test,mrmr,41,112,0.7777777777777778,0.3684210526315789,0.5,0.42245226084842386,14.0,4.0,83.0,24.0,0.7580157289776165,"
"
test,mrmr,41,113,0.75,0.39473684210526316,0.5172413793103448,0.4231689514992538,15.0,5.0,82.0,23.0,0.7584694494857834,"
"
test,mrmr,41,114,0.7777777777777778,0.3684210526315789,0.5,0.42245226084842386,14.0,4.0,83.0,24.0,0.7578644888082274,"
"
test,mrmr,41,115,0.7368421052631579,0.3684210526315789,0.49122807017543857,0.3983932366027047,14.0,5.0,82.0,24.0,0.7558983666061706,"
"
test,mrmr,41,116,0.7777777777777778,0.3684210526315789,0.5,0.42245226084842386,14.0,4.0,83.0,24.0,0.7555958862673926,"
"
test,mrmr,41,117,0.7368421052631579,0.3684210526315789,0.49122807017543857,0.3983932366027047,14.0,5.0,82.0,24.0,0.7552934059286146,"
"
test,mrmr,41,118,0.7368421052631579,0.3684210526315789,0.49122807017543857,0.3983932366027047,14.0,5.0,82.0,24.0,0.7545372050816697,"
"
test,mrmr,41,119,0.7368421052631579,0.3684210526315789,0.49122807017543857,0.3983932366027047,14.0,5.0,82.0,24.0,0.7557471264367817,"
"
test,mrmr,41,120,0.7368421052631579,0.3684210526315789,0.49122807017543857,0.3983932366027047,14.0,5.0,82.0,24.0,0.7560496067755595,"
"
test,mrmr,41,121,0.7368421052631579,0.3684210526315789,0.49122807017543857,0.3983932366027047,14.0,5.0,82.0,24.0,0.7568058076225045,"
"
test,mrmr,41,122,0.7368421052631579,0.3684210526315789,0.49122807017543857,0.3983932366027047,14.0,5.0,82.0,24.0,0.7592256503327284,"
"
test,mrmr,41,123,0.7368421052631579,0.3684210526315789,0.49122807017543857,0.3983932366027047,14.0,5.0,82.0,24.0,0.7611917725347852,"
"
test,mrmr,41,124,0.7777777777777778,0.3684210526315789,0.5,0.42245226084842386,14.0,4.0,83.0,24.0,0.7586206896551724,"
"
test,mrmr,41,125,0.7777777777777778,0.3684210526315789,0.5,0.42245226084842386,14.0,4.0,83.0,24.0,0.7587719298245614,"
"
test,mrmr,41,126,0.7777777777777778,0.3684210526315789,0.5,0.42245226084842386,14.0,4.0,83.0,24.0,0.7586206896551724,"
"
test,mrmr,41,127,0.7777777777777778,0.3684210526315789,0.5,0.42245226084842386,14.0,4.0,83.0,24.0,0.7584694494857834,"
"
test,mrmr,41,128,0.7777777777777778,0.3684210526315789,0.5,0.42245226084842386,14.0,4.0,83.0,24.0,0.7584694494857834,"
"
test,mrmr,41,129,0.7777777777777778,0.3684210526315789,0.5,0.42245226084842386,14.0,4.0,83.0,24.0,0.7578644888082274,"
"
test,mrmr,41,130,0.7777777777777778,0.3684210526315789,0.5,0.42245226084842386,14.0,4.0,83.0,24.0,0.7581669691470054,"
"
