precision recall f1 MCC TP FP FN FP AUC 
0.7450272208206083 0.7674943566591422 0.7454093116014636 0.3192120390408695 0.2325056433408578 0.505034123361157 0.7674943566591422 0.49496587663884295 0.7630037115588547 
0.7642460758265205 0.781038374717833 0.7658951210571696 0.3751575000541181 0.21896162528216703 0.45511048500415324 0.781038374717833 0.5448895149958468 0.7645811240721103 
0.765385899896589 0.7832957110609481 0.7633076730142193 0.37042383593503875 0.21670428893905191 0.4769065276038961 0.7832957110609481 0.5230934723961038 0.7709437963944857 
0.7608695131441411 0.7765237020316027 0.7641592983696762 0.3703307110458907 0.2234762979683973 0.4453996299213163 0.7765237020316027 0.5546003700786837 0.7770943796394486 
0.7569507544483186 0.7765237020316027 0.7565170719709704 0.35048055194100924 0.2234762979683973 0.48492773172407355 0.7765237020316027 0.5150722682759264 0.7759411452810181 
0.7549474648089027 0.7720090293453724 0.7583732097600523 0.3541483280075697 0.22799097065462753 0.4582762615829122 0.7720090293453724 0.5417237384170878 0.7783404029692471 
0.7656137558377766 0.7832957110609481 0.7644747271951815 0.37289793340166655 0.21670428893905191 0.471259655917788 0.7832957110609481 0.5287403440822122 0.7834703075291622 
0.7612977753598708 0.7787810383747178 0.7629460055338351 0.36700945362936704 0.22121896162528218 0.46154880083495115 0.7787810383747178 0.5384511991650489 0.7871023329798515 
0.765385899896589 0.7832957110609481 0.7633076730142193 0.37042383593503875 0.21670428893905191 0.4769065276038961 0.7832957110609481 0.5230934723961038 0.793465005302227 
0.7749593449522328 0.7900677200902935 0.7755489304981111 0.4021942289501607 0.20993227990970656 0.4406509650531778 0.7900677200902935 0.5593490349468221 0.7973753976670201 
0.7681316763203585 0.7855530474040632 0.7639781092948462 0.3740401603623622 0.2144469525959368 0.48176195514531456 0.7855530474040632 0.5182380448546855 0.8034199363732768 
0.7624532647002081 0.7787810383747178 0.7650440017011809 0.3726136565203774 0.22121896162528218 0.4502550574627348 0.7787810383747178 0.5497449425372651 0.8028499469777306 
0.7741554087171447 0.7900677200902935 0.7723882655812084 0.39508734839072795 0.20993227990970656 0.45759158011150236 0.7900677200902935 0.5424084198884976 0.8044803817603393 
0.7828750336614008 0.7968397291196389 0.7822973520208691 0.4213585052615949 0.20316027088036118 0.43262976093300043 0.7968397291196389 0.5673702390669996 0.803433191940615 
0.7652312855777784 0.7832957110609481 0.7621069675245746 0.3680010450556074 0.21670428893905191 0.4825533992900043 0.7832957110609481 0.5174466007099957 0.801179745493107 
0.7746238393234919 0.7900677200902935 0.7745250296164332 0.39977335098804134 0.20993227990970656 0.4462978367392861 0.7900677200902935 0.553702163260714 0.8034862142099681 
0.776869746462098 0.7923250564334086 0.7731698533052935 0.3988218214536375 0.2076749435665914 0.46244700765292074 0.7923250564334086 0.5375529923470793 0.8022667020148463 
0.7797565808554352 0.7945823927765236 0.7772831415902145 0.4090434679455555 0.2054176072234763 0.45036182013601467 0.7945823927765236 0.5496381798639853 0.8011930010604454 
0.7830127401233496 0.7968397291196389 0.7758170854142818 0.40928857524327134 0.20316027088036118 0.46651099104964944 0.7968397291196389 0.5334890089503506 0.8035259809119829 
0.7825816539815117 0.7968397291196389 0.7802585663664179 0.4170567694389142 0.20316027088036118 0.44392350430521677 0.7968397291196389 0.5560764956947832 0.8061638388123011 
0.789439739303111 0.801354401805869 0.7796336474803824 0.4222928293312853 0.1986455981941309 0.46492810276026997 0.801354401805869 0.5350718972397301 0.8069591728525981 
0.7825535215711854 0.7968397291196389 0.7791950567454827 0.415003400987972 0.20316027088036118 0.44957037599132493 0.7968397291196389 0.5504296240086751 0.8082582184517497 
0.7913629885362723 0.8036117381489842 0.7849573797022071 0.4334835002894392 0.1963882618510158 0.4471960435572556 0.8036117381489842 0.5528039564427444 0.8081919406150583 
0.7882001101489883 0.801354401805869 0.7841018332622497 0.42903855685007375 0.1986455981941309 0.4423406160158373 0.801354401805869 0.5576593839841627 0.8114262990455992 
0.8002934752298734 0.8103837471783296 0.7918435965840029 0.4542269598791091 0.18961625282167044 0.4391748394370783 0.8103837471783296 0.5608251605629218 0.8141304347826087 
0.7971549595007303 0.8081264108352144 0.7899008882148001 0.44776743294551047 0.19187358916478556 0.43996628358176804 0.8081264108352144 0.560033716418232 0.814713679745493 
0.7982020785064652 0.8081264108352144 0.7877129397636897 0.44502241915975477 0.19187358916478556 0.4512600269539844 0.8081264108352144 0.5487399730460156 0.8154957582184518 
0.8002934752298734 0.8103837471783296 0.7918435965840029 0.4542269598791091 0.18961625282167044 0.4391748394370783 0.8103837471783296 0.5608251605629218 0.8173515376458113 
0.7976175766321325 0.8081264108352144 0.788822518842757 0.4463413171127446 0.19187358916478556 0.44561315526787615 0.8081264108352144 0.5543868447321239 0.8162910922587486 
0.7944497769545242 0.8058690744920993 0.7868874917407648 0.43985597407519217 0.19413092550790068 0.4464045994125659 0.8058690744920993 0.5535954005874341 0.8163176033934252 
0.7917203965697777 0.8036117381489842 0.783853636933175 0.4318810857626682 0.1963882618510158 0.45284291524336384 0.8036117381489842 0.547157084756636 0.817537115588547 
0.7883535930276071 0.801354401805869 0.7830320335963676 0.4272198069722361 0.1986455981941309 0.44798748770194546 0.801354401805869 0.5520125122980546 0.8173780487804878 
0.7833707670228995 0.7968397291196389 0.7746253212867547 0.4075508495524233 0.20316027088036118 0.4721578627357576 0.7968397291196389 0.5278421372642425 0.8172189819724284 
0.7855710175718144 0.7990970654627539 0.7800138711896143 0.41919956763336796 0.20090293453724606 0.45442580353274337 0.7990970654627539 0.5455741964672566 0.8160790031813362 
0.7889652359178317 0.801354401805869 0.7807989279606311 0.4238403279585819 0.1986455981941309 0.4592812310741617 0.801354401805869 0.5407187689258383 0.8161585365853659 
0.7882001101489883 0.801354401805869 0.7841018332622497 0.42903855685007375 0.1986455981941309 0.4423406160158373 0.801354401805869 0.5576593839841627 0.8140906680805938 
0.792192348582762 0.8036117381489842 0.7827179501110706 0.43037678126600454 0.1963882618510158 0.45848978692947195 0.8036117381489842 0.541510213070528 0.8148197242841992 
0.7883535930276071 0.801354401805869 0.7830320335963676 0.4272198069722361 0.1986455981941309 0.44798748770194546 0.801354401805869 0.5520125122980546 0.815787380699894 
0.792192348582762 0.8036117381489842 0.7827179501110706 0.43037678126600454 0.1963882618510158 0.45848978692947195 0.8036117381489842 0.541510213070528 0.815177624602333 
0.7913629885362723 0.8036117381489842 0.7849573797022071 0.4334835002894392 0.1963882618510158 0.4471960435572556 0.8036117381489842 0.5528039564427444 0.8163706256627783 
0.7976175766321325 0.8081264108352144 0.788822518842757 0.4463413171127446 0.19187358916478556 0.44561315526787615 0.8081264108352144 0.5543868447321239 0.8183722163308591 
0.7911116625009834 0.8036117381489842 0.7860301541563074 0.43517709772328067 0.1963882618510158 0.44154917187114756 0.8036117381489842 0.5584508281288525 0.8185975609756098 
0.782762380403826 0.7968397291196389 0.776975282054289 0.4111140024673583 0.20316027088036118 0.46086411936354127 0.7968397291196389 0.5391358806364588 0.8194591728525982 
0.7854181778255394 0.7990970654627539 0.7811113071254179 0.4210610067595687 0.20090293453724606 0.4487789318466352 0.7990970654627539 0.5512210681533649 0.8215005302226935 
0.788606078679175 0.801354401805869 0.7819313868975268 0.42548498827127523 0.1986455981941309 0.4536343593880536 0.801354401805869 0.5463656406119465 0.8219777306468719 
0.7854181778255394 0.7990970654627539 0.7811113071254179 0.4210610067595687 0.20090293453724606 0.4487789318466352 0.7990970654627539 0.5512210681533649 0.8233828207847296 
0.7855710175718144 0.7990970654627539 0.7800138711896143 0.41919956763336796 0.20090293453724606 0.45442580353274337 0.7990970654627539 0.5455741964672566 0.8238600212089078 
0.7826116697448527 0.7968397291196389 0.7781009434508307 0.4130208142129367 0.20316027088036118 0.4552172476774331 0.7968397291196389 0.5447827523225669 0.8231972428419937 
0.7855710175718144 0.7990970654627539 0.7800138711896143 0.41919956763336796 0.20090293453724606 0.45442580353274337 0.7990970654627539 0.5455741964672566 0.8240986214209968 
0.7797246931500952 0.7945823927765236 0.7761924600945284 0.4069449157958569 0.2054176072234763 0.45600869182212284 0.7945823927765236 0.5439913081778771 0.8241118769883351 
0.792192348582762 0.8036117381489842 0.7827179501110706 0.43037678126600454 0.1963882618510158 0.45848978692947195 0.8036117381489842 0.541510213070528 0.8234225874867445 
0.782762380403826 0.7968397291196389 0.776975282054289 0.4111140024673583 0.20316027088036118 0.46086411936354127 0.7968397291196389 0.5391358806364588 0.8233695652173914 
0.792192348582762 0.8036117381489842 0.7827179501110706 0.43037678126600454 0.1963882618510158 0.45848978692947195 0.8036117381489842 0.541510213070528 0.8235949098621421 
0.7889652359178317 0.801354401805869 0.7807989279606311 0.4238403279585819 0.1986455981941309 0.4592812310741617 0.801354401805869 0.5407187689258383 0.8218584305408271 
0.792192348582762 0.8036117381489842 0.7827179501110706 0.43037678126600454 0.1963882618510158 0.45848978692947195 0.8036117381489842 0.541510213070528 0.8215535524920466 
0.788606078679175 0.801354401805869 0.7819313868975268 0.42548498827127523 0.1986455981941309 0.4536343593880536 0.801354401805869 0.5463656406119465 0.8215800636267232 
0.7858232165074228 0.7990970654627539 0.7788847550235926 0.4174208544125917 0.20090293453724606 0.4600726752188514 0.7990970654627539 0.5399273247811485 0.8213679745493109 
0.7883535930276071 0.801354401805869 0.7830320335963676 0.4272198069722361 0.1986455981941309 0.44798748770194546 0.801354401805869 0.5520125122980546 0.8207051961823966 
0.788606078679175 0.801354401805869 0.7819313868975268 0.42548498827127523 0.1986455981941309 0.4536343593880536 0.801354401805869 0.5463656406119465 0.8213547189819724 
0.7855710175718144 0.7990970654627539 0.7800138711896143 0.41919956763336796 0.20090293453724606 0.45442580353274337 0.7990970654627539 0.5455741964672566 0.822044008483563 
0.7889652359178317 0.801354401805869 0.7807989279606311 0.4238403279585819 0.1986455981941309 0.4592812310741617 0.801354401805869 0.5407187689258383 0.8225742311770944 
0.782762380403826 0.7968397291196389 0.776975282054289 0.4111140024673583 0.20316027088036118 0.46086411936354127 0.7968397291196389 0.5391358806364588 0.8217391304347826 
0.7770602443288673 0.7923250564334086 0.7708352428679328 0.39473682252796083 0.2076749435665914 0.47374075102513713 0.7923250564334086 0.526259248974863 0.8213414634146341 
0.7797790466073562 0.7945823927765236 0.7750703626770213 0.40491563497729677 0.2054176072234763 0.461655563508231 0.7945823927765236 0.538344436491769 0.8224284199363733 
0.7769186821284767 0.7923250564334086 0.7720191772110507 0.39674301666344125 0.2076749435665914 0.468093879339029 0.7923250564334086 0.5319061206609711 0.8229984093319193 
0.7826116697448527 0.7968397291196389 0.7781009434508307 0.4130208142129367 0.20316027088036118 0.4552172476774331 0.7968397291196389 0.5447827523225669 0.8238600212089078 
0.7855710175718144 0.7990970654627539 0.7800138711896143 0.41919956763336796 0.20090293453724606 0.45442580353274337 0.7990970654627539 0.5455741964672566 0.823926299045599 
0.7855710175718144 0.7990970654627539 0.7800138711896143 0.41919956763336796 0.20090293453724606 0.45442580353274337 0.7990970654627539 0.5455741964672566 0.823966065747614 
0.7855710175718144 0.7990970654627539 0.7800138711896143 0.41919956763336796 0.20090293453724606 0.45442580353274337 0.7990970654627539 0.5455741964672566 0.8241914103923648 
0.7883535930276071 0.801354401805869 0.7830320335963676 0.4272198069722361 0.1986455981941309 0.44798748770194546 0.801354401805869 0.5520125122980546 0.8232900318133616 
0.7855710175718144 0.7990970654627539 0.7800138711896143 0.41919956763336796 0.20090293453724606 0.45442580353274337 0.7990970654627539 0.5455741964672566 0.8236081654294802 
0.7797246931500952 0.7945823927765236 0.7761924600945284 0.4069449157958569 0.2054176072234763 0.45600869182212284 0.7945823927765236 0.5439913081778771 0.8240721102863202 
0.7855710175718144 0.7990970654627539 0.7800138711896143 0.41919956763336796 0.20090293453724606 0.45442580353274337 0.7990970654627539 0.5455741964672566 0.8240455991516437 
0.7855710175718144 0.7990970654627539 0.7800138711896143 0.41919956763336796 0.20090293453724606 0.45442580353274337 0.7990970654627539 0.5455741964672566 0.8252651113467656 
0.782762380403826 0.7968397291196389 0.776975282054289 0.4111140024673583 0.20316027088036118 0.46086411936354127 0.7968397291196389 0.5391358806364588 0.8252651113467656 
0.7797790466073562 0.7945823927765236 0.7750703626770213 0.40491563497729677 0.2054176072234763 0.461655563508231 0.7945823927765236 0.538344436491769 0.8260737009544008 
0.7797790466073562 0.7945823927765236 0.7750703626770213 0.40491563497729677 0.2054176072234763 0.461655563508231 0.7945823927765236 0.538344436491769 0.8249867444326617 
0.7882001101489883 0.801354401805869 0.7841018332622497 0.42903855685007375 0.1986455981941309 0.4423406160158373 0.801354401805869 0.5576593839841627 0.825941145281018 
0.7826116697448527 0.7968397291196389 0.7781009434508307 0.4130208142129367 0.20316027088036118 0.4552172476774331 0.7968397291196389 0.5447827523225669 0.825888123011665 
0.7854181778255394 0.7990970654627539 0.7811113071254179 0.4210610067595687 0.20090293453724606 0.4487789318466352 0.7990970654627539 0.5512210681533649 0.8264316012725343 
0.7799260364450681 0.7945823927765236 0.7739158731140106 0.40296062306251523 0.2054176072234763 0.4673024351943392 0.7945823927765236 0.5326975648056609 0.8258616118769885 
0.7826116697448527 0.7968397291196389 0.7781009434508307 0.4130208142129367 0.20316027088036118 0.4552172476774331 0.7968397291196389 0.5447827523225669 0.8255832449628844 
0.788606078679175 0.801354401805869 0.7819313868975268 0.42548498827127523 0.1986455981941309 0.4536343593880536 0.801354401805869 0.5463656406119465 0.8258085896076354 
0.7855710175718144 0.7990970654627539 0.7800138711896143 0.41919956763336796 0.20090293453724606 0.45442580353274337 0.7990970654627539 0.5455741964672566 0.826736479321315 
0.7855710175718144 0.7990970654627539 0.7800138711896143 0.41919956763336796 0.20090293453724606 0.45442580353274337 0.7990970654627539 0.5455741964672566 0.8265243902439026 
0.7855710175718144 0.7990970654627539 0.7800138711896143 0.41919956763336796 0.20090293453724606 0.45442580353274337 0.7990970654627539 0.5455741964672566 0.8261664899257688 
0.7858232165074228 0.7990970654627539 0.7788847550235926 0.4174208544125917 0.20090293453724606 0.4600726752188514 0.7990970654627539 0.5399273247811485 0.8265111346765641 
0.7855710175718144 0.7990970654627539 0.7800138711896143 0.41919956763336796 0.20090293453724606 0.45442580353274337 0.7990970654627539 0.5455741964672566 0.8269618239660658 
0.7858232165074228 0.7990970654627539 0.7788847550235926 0.4174208544125917 0.20090293453724606 0.4600726752188514 0.7990970654627539 0.5399273247811485 0.8276908801696713 
0.7913629885362723 0.8036117381489842 0.7849573797022071 0.4334835002894392 0.1963882618510158 0.4471960435572556 0.8036117381489842 0.5528039564427444 0.8269883351007423 
0.7801728887353556 0.7945823927765236 0.7727279708058326 0.40108550547850413 0.2054176072234763 0.47294930688044734 0.7945823927765236 0.5270506931195527 0.8272799575821844 
0.782762380403826 0.7968397291196389 0.776975282054289 0.4111140024673583 0.20316027088036118 0.46086411936354127 0.7968397291196389 0.5391358806364588 0.826497879109226 
0.7801728887353556 0.7945823927765236 0.7727279708058326 0.40108550547850413 0.2054176072234763 0.47294930688044734 0.7945823927765236 0.5270506931195527 0.8265774125132557 
0.7801728887353556 0.7945823927765236 0.7727279708058326 0.40108550547850413 0.2054176072234763 0.47294930688044734 0.7945823927765236 0.5270506931195527 0.8262592788971368 
0.7776516920916505 0.7923250564334086 0.7683633299902018 0.3909655263154807 0.2076749435665914 0.4850344943973534 0.7923250564334086 0.5149655056026465 0.8265376458112408 
0.7805277935612305 0.7945823927765236 0.7715055882803641 0.3992966302959941 0.2054176072234763 0.4785961785665555 0.7945823927765236 0.5214038214334444 0.826736479321315 
0.7810000648321143 0.7945823927765236 0.770247608525175 0.3976011808641372 0.2054176072234763 0.4842430502526637 0.7945823927765236 0.5157569497473363 0.8260604453870626 
0.7838455626223386 0.7968397291196389 0.7733989097730235 0.40590795821589976 0.20316027088036118 0.4778047344218658 0.7968397291196389 0.5221952655781342 0.8261002120890774 
0.7781194602798076 0.7923250564334086 0.7670730921601364 0.38921401431699876 0.2076749435665914 0.4906813660834616 0.7923250564334086 0.5093186339165384 0.8260471898197242 
0.789439739303111 0.801354401805869 0.7796336474803824 0.4222928293312853 0.1986455981941309 0.46492810276026997 0.801354401805869 0.5350718972397301 0.8259013785790033 
0.7838455626223386 0.7968397291196389 0.7733989097730235 0.40590795821589976 0.20316027088036118 0.4778047344218658 0.7968397291196389 0.5221952655781342 0.8258748674443266 
0.7889652359178317 0.801354401805869 0.7807989279606311 0.4238403279585819 0.1986455981941309 0.4592812310741617 0.801354401805869 0.5407187689258383 0.8261797454931071 
0.7816003331921445 0.7945823927765236 0.7689528621344488 0.39600731034849956 0.2054176072234763 0.48988992193877184 0.7945823927765236 0.5101100780612281 0.8269485683987274 
0.7805277935612305 0.7945823927765236 0.7715055882803641 0.3992966302959941 0.2054176072234763 0.4785961785665555 0.7945823927765236 0.5214038214334444 0.8268160127253448 
0.7810000648321143 0.7945823927765236 0.770247608525175 0.3976011808641372 0.2054176072234763 0.4842430502526637 0.7945823927765236 0.5157569497473363 0.8269088016967127 
0.7838455626223386 0.7968397291196389 0.7733989097730235 0.40590795821589976 0.20316027088036118 0.4778047344218658 0.7968397291196389 0.5221952655781342 0.8274257688229057 
0.7838455626223386 0.7968397291196389 0.7733989097730235 0.40590795821589976 0.20316027088036118 0.4778047344218658 0.7968397291196389 0.5221952655781342 0.8273727465535526 
0.7866581120671646 0.7990970654627539 0.7765274434829934 0.41413750681425276 0.20090293453724606 0.47136641859106787 0.7990970654627539 0.5286335814089321 0.8270943796394485 
0.7781194602798076 0.7923250564334086 0.7670730921601364 0.38921401431699876 0.2076749435665914 0.4906813660834616 0.7923250564334086 0.5093186339165384 0.8281150583244963 
0.7838455626223386 0.7968397291196389 0.7733989097730235 0.40590795821589976 0.20316027088036118 0.4778047344218658 0.7968397291196389 0.5221952655781342 0.8278764581124072 
